Subject,Item,timeReceipt,IbexItemNum,Block,WordNum,Word,EventTime,CondCode,Critical,Correct,QuestionText,QuestionCondition,ReadingTime,Sentence,Condition,Region,ReactionTime,Accuracy,precritRT
1,48,1637007368,68,2,8,Stück,1637006074997,152,8,"","","",445,An diesem Abend verzauberte das Orchester das Stück und das Publikum applaudierte.,B,Critical,,,325
1,48,1637007368,68,2,9,und,1637006074997,152,8,"","","",335,An diesem Abend verzauberte das Orchester das Stück und das Publikum applaudierte.,B,Spillover,,,325
1,48,1637007368,68,2,10,das,1637006074997,152,8,"","","",404,An diesem Abend verzauberte das Orchester das Stück und das Publikum applaudierte.,B,Post-spillover,,,325
1,49,1637007368,56,2,4,Doktorand,1637005811066,153,6,D,Hat die Betreuerin den Vortrag gehalten?,continuation,201,Dort reparierte der Doktorand die Betreuerin und dann hielt er seinen Vortrag.,C,Pre-critical_2,3481,1,243
1,49,1637007368,56,2,5,die,1637005811066,153,6,D,Hat die Betreuerin den Vortrag gehalten?,continuation,243,Dort reparierte der Doktorand die Betreuerin und dann hielt er seinen Vortrag.,C,Pre-critical,3481,1,243
1,49,1637007368,56,2,6,Betreuerin,1637005811066,153,6,D,Hat die Betreuerin den Vortrag gehalten?,continuation,263,Dort reparierte der Doktorand die Betreuerin und dann hielt er seinen Vortrag.,C,Critical,3481,1,243
1,49,1637007368,56,2,7,und,1637005811066,153,6,D,Hat die Betreuerin den Vortrag gehalten?,continuation,455,Dort reparierte der Doktorand die Betreuerin und dann hielt er seinen Vortrag.,C,Spillover,3481,1,243
1,49,1637007368,56,2,8,dann,1637005811066,153,6,D,Hat die Betreuerin den Vortrag gehalten?,continuation,306,Dort reparierte der Doktorand die Betreuerin und dann hielt er seinen Vortrag.,C,Post-spillover,3481,1,243
1,50,1637007368,80,2,4,Pfarrer,1637006379424,151,6,"","","",333,Daraufhin segnete der Pfarrer die Protestantin und dann wünschte er der Protestantin einen guten Flug.,A,Pre-critical_2,,,314
1,50,1637007368,80,2,5,die,1637006379424,151,6,"","","",314,Daraufhin segnete der Pfarrer die Protestantin und dann wünschte er der Protestantin einen guten Flug.,A,Pre-critical,,,314
1,50,1637007368,80,2,6,Protestantin,1637006379424,151,6,"","","",303,Daraufhin segnete der Pfarrer die Protestantin und dann wünschte er der Protestantin einen guten Flug.,A,Critical,,,314
1,50,1637007368,80,2,7,und,1637006379424,151,6,"","","",254,Daraufhin segnete der Pfarrer die Protestantin und dann wünschte er der Protestantin einen guten Flug.,A,Spillover,,,314
1,50,1637007368,80,2,8,dann,1637006379424,151,6,"","","",274,Daraufhin segnete der Pfarrer die Protestantin und dann wünschte er der Protestantin einen guten Flug.,A,Post-spillover,,,314
1,51,1637007368,28,1,6,Therapeut,1637005113788,152,8,D,War die Erzieherin über den Termin verärgert gewesen?,paragraph,344,In der Praxis behandelte der Therapeut die Symptome und daraufhin verschrieb er ein Medikament.,B,Pre-critical_2,2927,1,304
1,51,1637007368,28,1,7,die,1637005113788,152,8,D,War die Erzieherin über den Termin verärgert gewesen?,paragraph,304,In der Praxis behandelte der Therapeut die Symptome und daraufhin verschrieb er ein Medikament.,B,Pre-critical,2927,1,304
1,51,1637007368,28,1,8,Symptome,1637005113788,152,8,D,War die Erzieherin über den Termin verärgert gewesen?,paragraph,346,In der Praxis behandelte der Therapeut die Symptome und daraufhin verschrieb er ein Medikament.,B,Critical,2927,1,304
1,51,1637007368,28,1,9,und,1637005113788,152,8,D,War die Erzieherin über den Termin verärgert gewesen?,paragraph,404,In der Praxis behandelte der Therapeut die Symptome und daraufhin verschrieb er ein Medikament.,B,Spillover,2927,1,304
1,51,1637007368,28,1,10,daraufhin,1637005113788,152,8,D,War die Erzieherin über den Termin verärgert gewesen?,paragraph,639,In der Praxis behandelte der Therapeut die Symptome und daraufhin verschrieb er ein Medikament.,B,Post-spillover,2927,1,304
1,52,1637007368,52,2,4,Designerin,1637005692508,153,6,"","","",303,Dann leerte die Designerin die Eisbären und bis spät in die Nacht arbeitete sie an der Geschichte.,C,Pre-critical_2,,,243
1,52,1637007368,52,2,5,die,1637005692508,153,6,"","","",243,Dann leerte die Designerin die Eisbären und bis spät in die Nacht arbeitete sie an der Geschichte.,C,Pre-critical,,,243
1,52,1637007368,52,2,6,Eisbären,1637005692508,153,6,"","","",295,Dann leerte die Designerin die Eisbären und bis spät in die Nacht arbeitete sie an der Geschichte.,C,Critical,,,243
1,52,1637007368,52,2,7,und,1637005692508,153,6,"","","",477,Dann leerte die Designerin die Eisbären und bis spät in die Nacht arbeitete sie an der Geschichte.,C,Spillover,,,243
1,52,1637007368,52,2,8,bis,1637005692508,153,6,"","","",343,Dann leerte die Designerin die Eisbären und bis spät in die Nacht arbeitete sie an der Geschichte.,C,Post-spillover,,,243
1,53,1637007368,29,1,4,Architekt,1637005138079,151,6,D,Hat der Architekt die Rede schreiben lassen?,manipulation,335,Daraufhin schrieb der Architekt die Rede und dann goss er sich ein Glas Wein ein.,A,Pre-critical_2,2673,1,326
1,53,1637007368,29,1,5,die,1637005138079,151,6,D,Hat der Architekt die Rede schreiben lassen?,manipulation,326,Daraufhin schrieb der Architekt die Rede und dann goss er sich ein Glas Wein ein.,A,Pre-critical,2673,1,326
1,53,1637007368,29,1,6,Rede,1637005138079,151,6,D,Hat der Architekt die Rede schreiben lassen?,manipulation,313,Daraufhin schrieb der Architekt die Rede und dann goss er sich ein Glas Wein ein.,A,Critical,2673,1,326
1,53,1637007368,29,1,7,und,1637005138079,151,6,D,Hat der Architekt die Rede schreiben lassen?,manipulation,376,Daraufhin schrieb der Architekt die Rede und dann goss er sich ein Glas Wein ein.,A,Spillover,2673,1,326
1,53,1637007368,29,1,8,dann,1637005138079,151,6,D,Hat der Architekt die Rede schreiben lassen?,manipulation,344,Daraufhin schrieb der Architekt die Rede und dann goss er sich ein Glas Wein ein.,A,Post-spillover,2673,1,326
1,54,1637007368,108,3,4,Gitarrist,1637007043454,152,6,"","","",252,Dann traf der Gitarrist die Agentin und dann ging er schnell zur Bühne.,B,Pre-critical_2,,,222
1,54,1637007368,108,3,5,die,1637007043454,152,6,"","","",222,Dann traf der Gitarrist die Agentin und dann ging er schnell zur Bühne.,B,Pre-critical,,,222
1,54,1637007368,108,3,6,Agentin,1637007043454,152,6,"","","",202,Dann traf der Gitarrist die Agentin und dann ging er schnell zur Bühne.,B,Critical,,,222
1,54,1637007368,108,3,7,und,1637007043454,152,6,"","","",194,Dann traf der Gitarrist die Agentin und dann ging er schnell zur Bühne.,B,Spillover,,,222
1,54,1637007368,108,3,8,dann,1637007043454,152,6,"","","",212,Dann traf der Gitarrist die Agentin und dann ging er schnell zur Bühne.,B,Post-spillover,,,222
1,55,1637007368,110,3,4,Kurator,1637007085783,153,6,D,War das Thema der Ausstellung Malerei?,paragraph,216,Danach sammelte der Kurator die Galeristin und dabei dankte er ihr für ihre Hilfe.,C,Pre-critical_2,4343,1,202
1,55,1637007368,110,3,5,die,1637007085783,153,6,D,War das Thema der Ausstellung Malerei?,paragraph,202,Danach sammelte der Kurator die Galeristin und dabei dankte er ihr für ihre Hilfe.,C,Pre-critical,4343,1,202
1,55,1637007368,110,3,6,Galeristin,1637007085783,153,6,D,War das Thema der Ausstellung Malerei?,paragraph,192,Danach sammelte der Kurator die Galeristin und dabei dankte er ihr für ihre Hilfe.,C,Critical,4343,1,202
1,55,1637007368,110,3,7,und,1637007085783,153,6,D,War das Thema der Ausstellung Malerei?,paragraph,141,Danach sammelte der Kurator die Galeristin und dabei dankte er ihr für ihre Hilfe.,C,Spillover,4343,1,202
1,55,1637007368,110,3,8,dabei,1637007085783,153,6,D,War das Thema der Ausstellung Malerei?,paragraph,213,Danach sammelte der Kurator die Galeristin und dabei dankte er ihr für ihre Hilfe.,C,Post-spillover,4343,1,202
1,56,1637007368,59,2,4,Kommilitonin,1637005880673,151,6,"","","",357,Dann betrat die Kommilitonin die Toilette und anschließend schminkte sie sich.,A,Pre-critical_2,,,263
1,56,1637007368,59,2,5,die,1637005880673,151,6,"","","",263,Dann betrat die Kommilitonin die Toilette und anschließend schminkte sie sich.,A,Pre-critical,,,263
1,56,1637007368,59,2,6,Toilette,1637005880673,151,6,"","","",294,Dann betrat die Kommilitonin die Toilette und anschließend schminkte sie sich.,A,Critical,,,263
1,56,1637007368,59,2,7,und,1637005880673,151,6,"","","",295,Dann betrat die Kommilitonin die Toilette und anschließend schminkte sie sich.,A,Spillover,,,263
1,56,1637007368,59,2,8,anschließend,1637005880673,151,6,"","","",313,Dann betrat die Kommilitonin die Toilette und anschließend schminkte sie sich.,A,Post-spillover,,,263
1,57,1637007368,55,2,4,Verbrecher,1637005777140,152,6,D,Wurde der Verbrecher vom Hund überrascht?,paragraph,406,Dann erschoss der Verbrecher den Schäferhund und danach machte er sich auf die Suche nach dem Ermittler.,B,Pre-critical_2,3413,1,396
1,57,1637007368,55,2,5,den,1637005777140,152,6,D,Wurde der Verbrecher vom Hund überrascht?,paragraph,396,Dann erschoss der Verbrecher den Schäferhund und danach machte er sich auf die Suche nach dem Ermittler.,B,Pre-critical,3413,1,396
1,57,1637007368,55,2,6,Schäferhund,1637005777140,152,6,D,Wurde der Verbrecher vom Hund überrascht?,paragraph,272,Dann erschoss der Verbrecher den Schäferhund und danach machte er sich auf die Suche nach dem Ermittler.,B,Critical,3413,1,396
1,57,1637007368,55,2,7,und,1637005777140,152,6,D,Wurde der Verbrecher vom Hund überrascht?,paragraph,417,Dann erschoss der Verbrecher den Schäferhund und danach machte er sich auf die Suche nach dem Ermittler.,B,Spillover,3413,1,396
1,57,1637007368,55,2,8,danach,1637005777140,152,6,D,Wurde der Verbrecher vom Hund überrascht?,paragraph,264,Dann erschoss der Verbrecher den Schäferhund und danach machte er sich auf die Suche nach dem Ermittler.,B,Post-spillover,3413,1,396
1,58,1637007368,77,2,4,Anwältin,1637006305168,153,6,"","","",353,Daraufhin schwenkte die Anwältin den Beschuldigten und dann wandte sie sich an den Richter.,C,Pre-critical_2,,,265
1,58,1637007368,77,2,5,den,1637006305168,153,6,"","","",265,Daraufhin schwenkte die Anwältin den Beschuldigten und dann wandte sie sich an den Richter.,C,Pre-critical,,,265
1,58,1637007368,77,2,6,Beschuldigten,1637006305168,153,6,"","","",273,Daraufhin schwenkte die Anwältin den Beschuldigten und dann wandte sie sich an den Richter.,C,Critical,,,265
1,58,1637007368,77,2,7,und,1637006305168,153,6,"","","",284,Daraufhin schwenkte die Anwältin den Beschuldigten und dann wandte sie sich an den Richter.,C,Spillover,,,265
1,58,1637007368,77,2,8,dann,1637006305168,153,6,"","","",325,Daraufhin schwenkte die Anwältin den Beschuldigten und dann wandte sie sich an den Richter.,C,Post-spillover,,,265
1,59,1637007368,54,2,4,Kumpel,1637005738971,151,6,D,Hat der Kumpel eine Forelle geangelt?,manipulation,354,Daraufhin angelte der Kumpel den Flussbarsch und danach ging er selbst ins Wasser.,A,Pre-critical_2,2246,1,293
1,59,1637007368,54,2,5,den,1637005738971,151,6,D,Hat der Kumpel eine Forelle geangelt?,manipulation,293,Daraufhin angelte der Kumpel den Flussbarsch und danach ging er selbst ins Wasser.,A,Pre-critical,2246,1,293
1,59,1637007368,54,2,6,Flussbarsch,1637005738971,151,6,D,Hat der Kumpel eine Forelle geangelt?,manipulation,305,Daraufhin angelte der Kumpel den Flussbarsch und danach ging er selbst ins Wasser.,A,Critical,2246,1,293
1,59,1637007368,54,2,7,und,1637005738971,151,6,D,Hat der Kumpel eine Forelle geangelt?,manipulation,282,Daraufhin angelte der Kumpel den Flussbarsch und danach ging er selbst ins Wasser.,A,Spillover,2246,1,293
1,59,1637007368,54,2,8,danach,1637005738971,151,6,D,Hat der Kumpel eine Forelle geangelt?,manipulation,305,Daraufhin angelte der Kumpel den Flussbarsch und danach ging er selbst ins Wasser.,A,Post-spillover,2246,1,293
1,60,1637007368,57,2,4,Gynäkologin,1637005830696,151,6,"","","",304,Daraufhin verstellte die Gynäkologin die Liege und dann wandte sie sich der Schwangeren zu.,A,Pre-critical_2,,,313
1,60,1637007368,57,2,5,die,1637005830696,151,6,"","","",313,Daraufhin verstellte die Gynäkologin die Liege und dann wandte sie sich der Schwangeren zu.,A,Pre-critical,,,313
1,60,1637007368,57,2,6,Liege,1637005830696,151,6,"","","",325,Daraufhin verstellte die Gynäkologin die Liege und dann wandte sie sich der Schwangeren zu.,A,Critical,,,313
1,60,1637007368,57,2,7,und,1637005830696,151,6,"","","",316,Daraufhin verstellte die Gynäkologin die Liege und dann wandte sie sich der Schwangeren zu.,A,Spillover,,,313
1,60,1637007368,57,2,8,dann,1637005830696,151,6,"","","",313,Daraufhin verstellte die Gynäkologin die Liege und dann wandte sie sich der Schwangeren zu.,A,Post-spillover,,,313
2,1,1637156242,105,3,4,Dame,1637156075351,153,6,K,War der Koffer am Anfang zu schwer?,paragraph,182,Dann unterschrieb die Dame den Touristen und danach ging er zum Gate.,C,Pre-critical_2,2428,1,175
2,1,1637156242,105,3,5,den,1637156075351,153,6,K,War der Koffer am Anfang zu schwer?,paragraph,175,Dann unterschrieb die Dame den Touristen und danach ging er zum Gate.,C,Pre-critical,2428,1,175
2,1,1637156242,105,3,6,Touristen,1637156075351,153,6,K,War der Koffer am Anfang zu schwer?,paragraph,189,Dann unterschrieb die Dame den Touristen und danach ging er zum Gate.,C,Critical,2428,1,175
2,1,1637156242,105,3,7,und,1637156075351,153,6,K,War der Koffer am Anfang zu schwer?,paragraph,160,Dann unterschrieb die Dame den Touristen und danach ging er zum Gate.,C,Spillover,2428,1,175
2,1,1637156242,105,3,8,danach,1637156075351,153,6,K,War der Koffer am Anfang zu schwer?,paragraph,186,Dann unterschrieb die Dame den Touristen und danach ging er zum Gate.,C,Post-spillover,2428,1,175
2,2,1637156242,28,1,4,Lehrer,1637154960031,151,6,"","","",171,Dann kaufte der Lehrer die Weltkarte und danach verließ er das Geschäft.,A,Pre-critical_2,,,175
2,2,1637156242,28,1,5,die,1637154960031,151,6,"","","",175,Dann kaufte der Lehrer die Weltkarte und danach verließ er das Geschäft.,A,Pre-critical,,,175
2,2,1637156242,28,1,6,Weltkarte,1637154960031,151,6,"","","",164,Dann kaufte der Lehrer die Weltkarte und danach verließ er das Geschäft.,A,Critical,,,175
2,2,1637156242,28,1,7,und,1637154960031,151,6,"","","",181,Dann kaufte der Lehrer die Weltkarte und danach verließ er das Geschäft.,A,Spillover,,,175
2,2,1637156242,28,1,8,danach,1637154960031,151,6,"","","",170,Dann kaufte der Lehrer die Weltkarte und danach verließ er das Geschäft.,A,Post-spillover,,,175
2,3,1637156242,63,2,4,Busfahrer,1637155501317,152,6,K,Hat der Busfahrer die Streifenkarte beschimpft?,manipulation,166,Dann beschimpfte der Busfahrer die Streifenkarte und sofort fuhr er viel zu schnell weiter.,B,Pre-critical_2,1678,1,186
2,3,1637156242,63,2,5,die,1637155501317,152,6,K,Hat der Busfahrer die Streifenkarte beschimpft?,manipulation,186,Dann beschimpfte der Busfahrer die Streifenkarte und sofort fuhr er viel zu schnell weiter.,B,Pre-critical,1678,1,186
2,3,1637156242,63,2,6,Streifenkarte,1637155501317,152,6,K,Hat der Busfahrer die Streifenkarte beschimpft?,manipulation,188,Dann beschimpfte der Busfahrer die Streifenkarte und sofort fuhr er viel zu schnell weiter.,B,Critical,1678,1,186
2,3,1637156242,63,2,7,und,1637155501317,152,6,K,Hat der Busfahrer die Streifenkarte beschimpft?,manipulation,171,Dann beschimpfte der Busfahrer die Streifenkarte und sofort fuhr er viel zu schnell weiter.,B,Spillover,1678,1,186
2,3,1637156242,63,2,8,sofort,1637155501317,152,6,K,Hat der Busfahrer die Streifenkarte beschimpft?,manipulation,175,Dann beschimpfte der Busfahrer die Streifenkarte und sofort fuhr er viel zu schnell weiter.,B,Post-spillover,1678,1,186
2,4,1637156242,87,3,4,Lehrling,1637155853594,153,6,"","","",161,Dann aß der Lehrling den Hammer und sofort machte er sich an die Arbeit.,C,Pre-critical_2,,,155
2,4,1637156242,87,3,5,den,1637155853594,153,6,"","","",155,Dann aß der Lehrling den Hammer und sofort machte er sich an die Arbeit.,C,Pre-critical,,,155
2,4,1637156242,87,3,6,Hammer,1637155853594,153,6,"","","",150,Dann aß der Lehrling den Hammer und sofort machte er sich an die Arbeit.,C,Critical,,,155
2,4,1637156242,87,3,7,und,1637155853594,153,6,"","","",175,Dann aß der Lehrling den Hammer und sofort machte er sich an die Arbeit.,C,Spillover,,,155
2,4,1637156242,87,3,8,sofort,1637155853594,153,6,"","","",172,Dann aß der Lehrling den Hammer und sofort machte er sich an die Arbeit.,C,Post-spillover,,,155
2,5,1637156242,100,3,4,Konditor,1637156005286,151,6,K,Hat es nach dem Opa noch einen anderen Kunden gegeben?,continuation,164,Daraufhin verpackte der Konditor den Apfelkuchen und dann wandte er sich an den nächsten Kunden.,A,Pre-critical_2,2139,1,178
2,5,1637156242,100,3,5,den,1637156005286,151,6,K,Hat es nach dem Opa noch einen anderen Kunden gegeben?,continuation,178,Daraufhin verpackte der Konditor den Apfelkuchen und dann wandte er sich an den nächsten Kunden.,A,Pre-critical,2139,1,178
2,5,1637156242,100,3,6,Apfelkuchen,1637156005286,151,6,K,Hat es nach dem Opa noch einen anderen Kunden gegeben?,continuation,192,Daraufhin verpackte der Konditor den Apfelkuchen und dann wandte er sich an den nächsten Kunden.,A,Critical,2139,1,178
2,5,1637156242,100,3,7,und,1637156005286,151,6,K,Hat es nach dem Opa noch einen anderen Kunden gegeben?,continuation,175,Daraufhin verpackte der Konditor den Apfelkuchen und dann wandte er sich an den nächsten Kunden.,A,Spillover,2139,1,178
2,5,1637156242,100,3,8,dann,1637156005286,151,6,K,Hat es nach dem Opa noch einen anderen Kunden gegeben?,continuation,180,Daraufhin verpackte der Konditor den Apfelkuchen und dann wandte er sich an den nächsten Kunden.,A,Post-spillover,2139,1,178
2,6,1637156242,43,1,4,Kunde,1637155181256,152,6,"","","",150,Nichtsahnend begrüßte der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.,B,Pre-critical_2,,,198
2,6,1637156242,43,1,5,die,1637155181256,152,6,"","","",198,Nichtsahnend begrüßte der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.,B,Pre-critical,,,198
2,6,1637156242,43,1,6,Frühlingsrolle,1637155181256,152,6,"","","",171,Nichtsahnend begrüßte der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.,B,Critical,,,198
2,6,1637156242,43,1,7,und,1637155181256,152,6,"","","",165,Nichtsahnend begrüßte der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.,B,Spillover,,,198
2,6,1637156242,43,1,8,sogleich,1637155181256,152,6,"","","",205,Nichtsahnend begrüßte der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.,B,Post-spillover,,,198
2,7,1637156242,88,3,4,Metzger,1637155865303,153,6,K,Hat der Metzger die Fleischwurst gemietet?,manipulation,155,Dann mietete der Metzger die Fleischwurst und sofort begann er zu essen.,C,Pre-critical_2,1668,1,150
2,7,1637156242,88,3,5,die,1637155865303,153,6,K,Hat der Metzger die Fleischwurst gemietet?,manipulation,150,Dann mietete der Metzger die Fleischwurst und sofort begann er zu essen.,C,Pre-critical,1668,1,150
2,7,1637156242,88,3,6,Fleischwurst,1637155865303,153,6,K,Hat der Metzger die Fleischwurst gemietet?,manipulation,170,Dann mietete der Metzger die Fleischwurst und sofort begann er zu essen.,C,Critical,1668,1,150
2,7,1637156242,88,3,7,und,1637155865303,153,6,K,Hat der Metzger die Fleischwurst gemietet?,manipulation,166,Dann mietete der Metzger die Fleischwurst und sofort begann er zu essen.,C,Spillover,1668,1,150
2,7,1637156242,88,3,8,sofort,1637155865303,153,6,K,Hat der Metzger die Fleischwurst gemietet?,manipulation,160,Dann mietete der Metzger die Fleischwurst und sofort begann er zu essen.,C,Post-spillover,1668,1,150
2,8,1637156242,39,1,4,Tierliebhaber,1637155125850,151,6,"","","",170,Dann bedrohte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf%2C den Gaul in Ruhe zu lassen.,A,Pre-critical_2,,,186
2,8,1637156242,39,1,5,den,1637155125850,151,6,"","","",186,Dann bedrohte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf%2C den Gaul in Ruhe zu lassen.,A,Pre-critical,,,186
2,8,1637156242,39,1,6,Kutscher,1637155125850,151,6,"","","",163,Dann bedrohte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf%2C den Gaul in Ruhe zu lassen.,A,Critical,,,186
2,8,1637156242,39,1,7,und,1637155125850,151,6,"","","",172,Dann bedrohte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf%2C den Gaul in Ruhe zu lassen.,A,Spillover,,,186
2,8,1637156242,39,1,8,darüber,1637155125850,151,6,"","","",165,Dann bedrohte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf%2C den Gaul in Ruhe zu lassen.,A,Post-spillover,,,186
2,9,1637156242,106,3,4,Kapitän,1637156085882,152,6,K,Hat der Kapitän dem Pärchen geholfen?,continuation,170,Dann rettete der Kapitän das Segelboot und sofort half er dem Pärchen.,B,Pre-critical_2,2627,1,184
2,9,1637156242,106,3,5,das,1637156085882,152,6,K,Hat der Kapitän dem Pärchen geholfen?,continuation,184,Dann rettete der Kapitän das Segelboot und sofort half er dem Pärchen.,B,Pre-critical,2627,1,184
2,9,1637156242,106,3,6,Segelboot,1637156085882,152,6,K,Hat der Kapitän dem Pärchen geholfen?,continuation,161,Dann rettete der Kapitän das Segelboot und sofort half er dem Pärchen.,B,Critical,2627,1,184
2,9,1637156242,106,3,7,und,1637156085882,152,6,K,Hat der Kapitän dem Pärchen geholfen?,continuation,160,Dann rettete der Kapitän das Segelboot und sofort half er dem Pärchen.,B,Spillover,2627,1,184
2,9,1637156242,106,3,8,sofort,1637156085882,152,6,K,Hat der Kapitän dem Pärchen geholfen?,continuation,180,Dann rettete der Kapitän das Segelboot und sofort half er dem Pärchen.,B,Post-spillover,2627,1,184
2,10,1637156242,108,3,4,Hausfrau,1637156117523,153,6,"","","",159,Daraufhin knickte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.,C,Pre-critical_2,,,181
2,10,1637156242,108,3,5,den,1637156117523,153,6,"","","",181,Daraufhin knickte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.,C,Pre-critical,,,181
2,10,1637156242,108,3,6,Handwerker,1637156117523,153,6,"","","",185,Daraufhin knickte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.,C,Critical,,,181
2,10,1637156242,108,3,7,und,1637156117523,153,6,"","","",199,Daraufhin knickte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.,C,Spillover,,,181
2,10,1637156242,108,3,8,noch,1637156117523,153,6,"","","",166,Daraufhin knickte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.,C,Post-spillover,,,181
2,11,1637156242,68,2,6,Urlauber,1637155573143,151,8,K,Hat der Flyer zusätzliche Informationen enthalten?,paragraph,174,Nach der Führung faltete der Urlauber den Flyer und dann machte er sich auf den Weg zu seinem Hotel.,A,Pre-critical_2,1856,1,199
2,11,1637156242,68,2,7,den,1637155573143,151,8,K,Hat der Flyer zusätzliche Informationen enthalten?,paragraph,199,Nach der Führung faltete der Urlauber den Flyer und dann machte er sich auf den Weg zu seinem Hotel.,A,Pre-critical,1856,1,199
2,11,1637156242,68,2,8,Flyer,1637155573143,151,8,K,Hat der Flyer zusätzliche Informationen enthalten?,paragraph,166,Nach der Führung faltete der Urlauber den Flyer und dann machte er sich auf den Weg zu seinem Hotel.,A,Critical,1856,1,199
2,11,1637156242,68,2,9,und,1637155573143,151,8,K,Hat der Flyer zusätzliche Informationen enthalten?,paragraph,221,Nach der Führung faltete der Urlauber den Flyer und dann machte er sich auf den Weg zu seinem Hotel.,A,Spillover,1856,1,199
2,11,1637156242,68,2,10,dann,1637155573143,151,8,K,Hat der Flyer zusätzliche Informationen enthalten?,paragraph,189,Nach der Führung faltete der Urlauber den Flyer und dann machte er sich auf den Weg zu seinem Hotel.,A,Post-spillover,1856,1,199
2,12,1637156242,16,1,4,Paparazzi,1637154767895,152,6,"","","",174,Daraufhin schulterte der Paparazzi die Schauspielerin und ferner sagte er%2C dass er sich so nicht behandeln lasse.,B,Pre-critical_2,,,178
2,12,1637156242,16,1,5,die,1637154767895,152,6,"","","",178,Daraufhin schulterte der Paparazzi die Schauspielerin und ferner sagte er%2C dass er sich so nicht behandeln lasse.,B,Pre-critical,,,178
2,12,1637156242,16,1,6,Schauspielerin,1637154767895,152,6,"","","",188,Daraufhin schulterte der Paparazzi die Schauspielerin und ferner sagte er%2C dass er sich so nicht behandeln lasse.,B,Critical,,,178
2,12,1637156242,16,1,7,und,1637154767895,152,6,"","","",185,Daraufhin schulterte der Paparazzi die Schauspielerin und ferner sagte er%2C dass er sich so nicht behandeln lasse.,B,Spillover,,,178
2,12,1637156242,16,1,8,ferner,1637154767895,152,6,"","","",195,Daraufhin schulterte der Paparazzi die Schauspielerin und ferner sagte er%2C dass er sich so nicht behandeln lasse.,B,Post-spillover,,,178
2,13,1637156242,60,2,4,Schneider,1637155459910,151,6,K,Hat dem Schneider der Platz am Eingang gefallen?,continuation,167,Daraufhin lobte der Schneider die Assistentin und dann sagte er%2C dass der Platz am Eingang eine gute Idee war.,A,Pre-critical_2,2948,1,203
2,13,1637156242,60,2,5,die,1637155459910,151,6,K,Hat dem Schneider der Platz am Eingang gefallen?,continuation,203,Daraufhin lobte der Schneider die Assistentin und dann sagte er%2C dass der Platz am Eingang eine gute Idee war.,A,Pre-critical,2948,1,203
2,13,1637156242,60,2,6,Assistentin,1637155459910,151,6,K,Hat dem Schneider der Platz am Eingang gefallen?,continuation,131,Daraufhin lobte der Schneider die Assistentin und dann sagte er%2C dass der Platz am Eingang eine gute Idee war.,A,Critical,2948,1,203
2,13,1637156242,60,2,7,und,1637155459910,151,6,K,Hat dem Schneider der Platz am Eingang gefallen?,continuation,179,Daraufhin lobte der Schneider die Assistentin und dann sagte er%2C dass der Platz am Eingang eine gute Idee war.,A,Spillover,2948,1,203
2,13,1637156242,60,2,8,dann,1637155459910,151,6,K,Hat dem Schneider der Platz am Eingang gefallen?,continuation,166,Daraufhin lobte der Schneider die Assistentin und dann sagte er%2C dass der Platz am Eingang eine gute Idee war.,A,Post-spillover,2948,1,203
2,14,1637156242,30,1,4,Mädchen,1637154989873,152,6,"","","",181,Danach bewertete das Mädchen den Schwimmer und nach einer Weile verriet es ihm seine Handynummer.,B,Pre-critical_2,,,170
2,14,1637156242,30,1,5,den,1637154989873,152,6,"","","",170,Danach bewertete das Mädchen den Schwimmer und nach einer Weile verriet es ihm seine Handynummer.,B,Pre-critical,,,170
2,14,1637156242,30,1,6,Schwimmer,1637154989873,152,6,"","","",181,Danach bewertete das Mädchen den Schwimmer und nach einer Weile verriet es ihm seine Handynummer.,B,Critical,,,170
2,14,1637156242,30,1,7,und,1637154989873,152,6,"","","",180,Danach bewertete das Mädchen den Schwimmer und nach einer Weile verriet es ihm seine Handynummer.,B,Spillover,,,170
2,14,1637156242,30,1,8,nach,1637154989873,152,6,"","","",180,Danach bewertete das Mädchen den Schwimmer und nach einer Weile verriet es ihm seine Handynummer.,B,Post-spillover,,,170
2,15,1637156242,36,1,4,Chefarzt,1637155076730,151,6,K,War die Sekretärin erleichtert über die Diktiermaschine?,paragraph,165,Dann verabschiedete der Chefarzt die Sekretärin und dann machte er Feierabend.,A,Pre-critical_2,3221,1,160
